ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,Date_raggruppate
902,Uganda,UG,UGA,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,nan/nan/nan
903,Uganda,UG,UGA,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,5.0,5.0,3.0,3.0,nan/nan/1.0
904,Uganda,UG,UGA,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,3.0,,,1.0,nan/nan/1.0
905,Uganda,UG,UGA,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,nan/nan/nan
906,Uganda,UG,UGA,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,1.0,,,,,,,,,,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,,2.0,1.0,1.0,8.0,6.0,3.0,5.0,nan/nan/2.0
907,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,nan/nan/nan
908,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,2.0,,,,1.0,1.0,,,,,,nan/nan/nan
909,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0/1.0/1.0
910,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,1.0,,,,,1.0,,,3.0,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,nan/nan/1.0
911,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,1.0,2.0,,1.0,1.0,2.0,1.0,,4.0,1.0,,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,,3.0,1.0,,,2.0,1.0,1.0,,3.0,1.0,,1.0/1.0/2.0
912,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,nan/nan/nan
913,United Arab Emirates,AE,ARE,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,nan/nan/nan
914,United Arab Emirates,AE,ARE,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,nan/nan/nan
915,United Kingdom,GB,GBR,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,nan/nan/nan
916,United Kingdom,GB,GBR,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,2.0,,,,1.0,1.0,,,1.0,,,,,1.0,2.0,1.0,,1.0,nan/nan/1.0
917,United Kingdom,GB,GBR,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,2.0,2.0,,,2.0,1.0,1.0,3.0,2.0,3.0,,1.0,,,3.0,2.0,1.0,,,5.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,nan/nan/2.0
918,United Kingdom,GB,GBR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,1.0,,1.0,1.0,,1.0,1.0,,1.0,7.0,1.0,,,,1.0,1.0,,3.0,2.0,3.0,,2.0,,,2.0,,1.0,1.0,1.0,1.0,,,3.0,1.0,1.0,,,1.0,,1.0,1.0,3.0,1.0/1.0/nan
919,United Kingdom,GB,GBR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,1.0,,1.0,1.0,,1.0,1.0,,1.0,7.0,2.0,,2.0,2.0,1.0,1.0,3.0,4.0,3.0,6.0,2.0,5.0,1.0,1.0,4.0,,4.0,3.0,3.0,2.0,,5.0,5.0,2.0,2.0,,1.0,2.0,3.0,3.0,1.0,5.0,1.0/1.0/3.0
920,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,1.0,,,2.0,,,,,,,,1.0,2.0,,1.0,,,,,1.0,,,,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,nan/nan/nan
921,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",1.0,,,1.0,,,1.0,1.0,,1.0,2.0,,,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,2.0/nan/nan
922,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",3.0,1.0,2.0,2.0,3.0,5.0,3.0,,3.0,,4.0,14.0,,6.0,1.0,5.0,4.0,8.0,7.0,1.0,8.0,5.0,4.0,4.0,4.0,6.0,11.0,6.0,4.0,4.0,3.0,4.0,1.0,7.0,2.0,5.0,6.0,3.0,3.0,4.0,2.0,12.0,3.0,5.0/4.0/8.0
923,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,nan/nan/nan
924,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",3.0,3.0,11.0,6.0,11.0,10.0,2.0,8.0,18.0,16.0,15.0,17.0,27.0,20.0,9.0,10.0,9.0,23.0,20.0,16.0,12.0,17.0,15.0,14.0,12.0,8.0,12.0,13.0,14.0,10.0,12.0,14.0,19.0,15.0,13.0,19.0,16.0,17.0,11.0,14.0,19.0,23.0,17.0,10.0/9.0/23.0
925,United States,US,USA,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",7.0,4.0,13.0,9.0,14.0,15.0,6.0,9.0,22.0,17.0,21.0,35.0,29.0,28.0,14.0,17.0,14.0,33.0,32.0,22.0,30.0,26.0,29.0,22.0,20.0,16.0,28.0,23.0,21.0,17.0,15.0,23.0,25.0,28.0,19.0,29.0,26.0,24.0,19.0,20.0,23.0,43.0,25.0,17.0/14.0/33.0
926,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,2.0,2.0,1.0,3.0,,1.0,2.0,4.0,3.0,7.0,3.0,8.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,,3.0,2.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,6.0,4.0,nan/1.0/2.0
927,United States Virgin Islands,VI,VIR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,1.0,,,,,,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,2.0/nan/nan
928,United States Virgin Islands,VI,VIR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,1.0,,,,,,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,2.0/nan/nan
929,Uruguay,UY,URY,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,nan/nan/nan
930,Uruguay,UY,URY,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,nan/nan/nan
931,Uruguay,UY,URY,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,1.0,,,,,,3.0,1.0,1.0,,3.0,1.0,,1.0,nan/nan/nan
932,Uruguay,UY,URY,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,nan/nan/1.0
933,Uruguay,UY,URY,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,3.0,,1.0,1.0,,,,,3.0,1.0,1.0,1.0,3.0,2.0,,1.0,nan/nan/1.0
934,"Uzbekistan, Rep. of",UZ,UZB,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,nan/nan/nan
935,"Uzbekistan, Rep. of",UZ,UZB,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,nan/nan/nan
936,"Uzbekistan, Rep. of",UZ,UZB,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,nan/nan/nan
